100.00, 100.00, 87.50, 37.50, 62.50, 100.00, 137.50, 162.50, 137.50, 112.50, 87.50, 62.50, 87.50, 112.50, 137.50, 175.00, 200.00, 175.00, 150.00, 137.50, 112.50, 112.50, 87.50, 112.50, 87.50, 112.50, 137.50, 112.50, 162.50, 212.50, 200.00, 150.00, 125.00, 100.00, 25.00, 0.00
0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
