100.00, 125.00, 150.00, 150.00, 175.00, 150.00, 175.00, 212.50, 187.50, 162.50, 187.50, 162.50, 137.50, 162.50, 187.50, 225.00, 250.00, 225.00, 200.00, 175.00, 150.00, 175.00, 150.00, 175.00, 150.00, 125.00, 150.00, 187.50, 162.50, 137.50, 112.50, 87.50, 62.50, 87.50, 62.50, 87.50, 62.50, 100.00, 100.00, 125.00, 100.00, 75.00, 50.00, 25.00, 0.00
0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
